"","Approved Symbol","Protein_Name","Chromosome","Chromosome band","UniProt ID(supplied by UniProt)","arm"
"20718","NDUFS4","NDUFS4","5","5q11.2","O43181","q"
"20719","NDUFS5","NDUFS5","1","1p34.3","O43920","p"
"20720","NDUFS5P1","NDUFS5P1","6","6q23.3",NA,"q"
"20721","NDUFS5P2","NDUFS5P2","1","1p21.3",NA,"p"
"20722","NDUFS5P3","NDUFS5P3","1","1p32.3",NA,"p"
"20723","NDUFS5P4","NDUFS5P4","4","4q23",NA,"q"
"20724","NDUFS5P5","NDUFS5P5","4","4q26",NA,"q"
"20725","NDUFS5P6","NDUFS5P6","8","8q13.2",NA,"q"
"20726","NDUFS5P7","NDUFS5P7","17","17q11.2",NA,"q"
"20727","NDUFS6","NDUFS6","5","5p15.33","O75380","p"
"20728","NDUFS6P1","NDUFS6P1","3","3q22.2",NA,"q"
"20729","NDUFS7","NDUFS7","19","19p13.3","O75251","p"
"20730","NDUFS8","NDUFS8","11","11q13.2","O00217","q"
"20731","NDUFV1","NDUFV1","11","11q13.2","P49821","q"
"20732","NDUFV2","NDUFV2","18","18p11.22","P19404","p"
"20733","NDUFV2-AS1","NDUFV2-AS1","18","18p11.22",NA,"p"
"20734","NDUFV2P1","NDUFV2P1","19","19q13.42",NA,"q"
"20735","NDUFV3","NDUFV3","21","21q22.3","P56181","q"
"20736","NEAT1","NEAT1","11","11q13.1",NA,"q"
"20737","NEB","NEB","2","2q23.3","P20929","q"
"20738","NEBL","NEBL","10","10p12.31","O76041","p"
"20739","NEBL-AS1","NEBL-AS1","10","10p12.31",NA,"p"
"20740","NECAB1","NECAB1","8","8q21.3","Q8N987","q"
"20741","NECAB2","NECAB2","16","16q23.3","Q7Z6G3","q"
"20742","NECAB3","NECAB3","20","20q11.22","Q96P71","q"
"20743","NECAP1","NECAP1","12","12p13.31","Q8NC96","p"
"20744","NECAP1P1","NECAP1P1","7","7p14.1",NA,"p"
"20745","NECAP1P2","NECAP1P2","2","2p13.1",NA,"p"
"20746","NECAP2","NECAP2","1","1p36.13","Q9NVZ3","p"
"20747","NECTIN1","NECTIN1","11","11q23.3","Q15223","q"
"20748","NECTIN2","PVRL2","19","19q13.32","Q92692","q"
"20749","NECTIN3","PVRL3","3","3q13.13","Q9NQS3","q"
"20750","NECTIN4","NECTIN4","1","1q23.3","Q96NY8","q"
"20751","NEDD1","NEDD1","12","12q23.1","Q8NHV4","q"
"20752","NEDD4","NEDD4","15","15q21.3","P46934","q"
"20753","NEDD4L","NEDD4L","18","18q21.31","Q96PU5","q"
"20754","NEDD8","NEDD8","14","14q12","Q15843","q"
"20755","NEDD8-MDP1","NEDD8-MDP1","14","14q12",NA,"q"
"20756","NEDD9","NEDD9","6","6p24.2","Q14511","p"
"20757","NEFH","NEFH","22","22q12.2","P12036","q"
"20758","NEFHP1","NEFHP1","1","1p13.1",NA,"p"
"20759","NEFL","NEFL","8","8p21.2","P07196","p"
"20760","NEFLP1","NEFLP1","Y","Yq11.223",NA,"q"
"20761","NEFM","NEFM","8","8p21.2","P07197","p"
"20762","NEFMP1","NEFMP1","10","10q21.1",NA,"q"
"20763","NEGR1","NEGR1","1","1p31.1","Q7Z3B1","p"
"20764","NEGR1-IT1","NEGR1-IT1","1","1p31.1",NA,"p"
"20765","NEIL1","NEIL1","15","15q24.2","Q96FI4","q"
"20766","NEIL2","NEIL2","8","8p23.1","Q969S2","p"
"20767","NEIL3","NEIL3","4","4q34.3","Q8TAT5","q"
"20768","NEK1","NEK1","4","4q33","Q96PY6","q"
"20769","NEK2","NEK10","1","1q32.3","P51955","q"
"20770","NEK2P1","NEK11","14","14q11.2",NA,"q"
"20771","NEK2P2","NEK2","22","22q11.1",NA,"q"
"20772","NEK2P3","NEK2P1","14","14q11.1",NA,"q"
"20773","NEK2P4","NEK2P2","2","2q21.1",NA,"q"
"20774","NEK3","NEK2P3","13","13q14.3","P51956","q"
"20775","NEK4","NEK2P4","3","3p21.1","P51957","p"
"20776","NEK4P1","NEK3","21","21q21.1",NA,"q"
"20777","NEK4P2","NEK4","17","17p11.2",NA,"p"
"20778","NEK4P3","NEK4P1","10","10q21.3",NA,"q"
"20779","NEK5","NEK4P2","13","13q14.3","Q6P3R8","q"
"20780","NEK6","NEK4P3","9","9q33.3","Q9HC98","q"
"20781","NEK7","NEK5","1","1q31.3","Q8TDX7","q"
"20782","NEK8","NEK6","17","17q11.1","Q86SG6","q"
"20783","NEK9","NEK7","14","14q24.3","Q8TD19","q"
"20784","NEK10","NEK8","3","3p24.1","Q6ZWH5","p"
"20785","NEK11","NEK9","3","3q22.1","Q8NG66","q"
"20786","NELFA","NELFA","4","4p16.3","Q9H3P2","p"
"20787","NELFB","NELFB","9","9q34.3","Q8WX92","q"
"20788","NELFCD","NELFCD","20","20q13.32","Q8IXH7","q"
"20789","NELFE","NELFE","6","6p21.33","P18615","p"
"20790","NELL1","NELL1","11","11p15.1","Q92832","p"
"20791","NELL2","NELL2","12","12q12","Q99435","q"
"20792","NEMF","NEMF","14","14q21.3","O60524","q"
"20793","NEMP1","NEMP1","12","12q13.3","O14524","q"
"20794","NEMP2","TMEM194B","2","2q32.2","A6NFY4","q"
"20795","NENF","NENF","1","1q32.3","Q9UMX5","q"
"20796","NENFP1","NENFP1","1","1p33",NA,"p"
"20797","NENFP2","NENFP2","12","12q23.2",NA,"q"
"20798","NENFP3","NENFP3","5","5p15.2",NA,"p"
"20799","NEO1","NEO1","15","15q24.1","Q92859","q"
"20800","NEPNP","NEPNP","6","6q22.1",NA,"q"
"20801","NEPRO","NEPRO","3","3q13.2","Q6NW34","q"
"20802","NES","NES","1","1q23.1","P48681","q"
"20803","NET1","NET1","10","10p15.1","Q7Z628","p"
"20804","NETO1","NETO1","18","18q22.3","Q8TDF5","q"
"20805","NETO2","NETO2","16","16q12.1","Q8NC67","q"
"20806","NEU1","NEU1","6","6p21.33","Q99519","p"
"20807","NEU2","NEU2","2","2q37.1","Q9Y3R4","q"
"20808","NEU3","NEU3","11","11q13.5","Q9UQ49","q"
"20809","NEU4","NEU4","2","2q37.3","Q8WWR8","q"
"20810","NEURL1","NEURL1","10","10q24.33","O76050","q"
"20811","NEURL1-AS1","NEURL1-AS1","10","10q24.33",NA,"q"
"20812","NEURL1B","NEURL1B","5","5q35.1","A8MQ27","q"
"20813","NEURL2","NEURL2","20","20q13.12","Q9BR09","q"
"20814","NEURL3","NEURL3","2","2q11.2","Q96EH8","q"
"20815","NEURL4","NEURL4","17","17p13.1","Q96JN8","p"
"20816","NEUROD1","NEUROD1","2","2q31.3","Q13562","q"
"20817","NEUROD2","NEUROD2","17","17q12","Q15784","q"
"20818","NEUROD4","NEUROD4","12","12q13.13","Q9HD90","q"
"20819","NEUROD6","NEUROD6","7","7p14.3","Q96NK8","p"
"20820","NEUROG1","NEUROG1","5","5q31.1","Q92886","q"
"20821","NEUROG2","NEUROG2","4","4q25","Q9H2A3","q"
"20822","NEUROG3","NEUROG3","10","10q22.1","Q9Y4Z2","q"
"20823","NEXN","NEXN","1","1p31.1","Q0ZGT2","p"
"20824","NEXN-AS1","NEXN-AS1","1","1p31.1","Q8NBZ9","p"
"20825","NF1","NF1","17","17q11.2","P21359","q"
"20826","NF1P1","NF1P1","15","15q11.2",NA,"q"
"20827","NF1P2","NF1P10","15","15q11.2",NA,"q"
"20828","NF1P3","NF1P11","21","21q11.2",NA,"q"
"20829","NF1P4","NF1P12","14","14q11.2",NA,"q"
"20830","NF1P5","NF1P2","18","18p11.21",NA,"p"
"20831","NF1P6","NF1P3","22","22q11.1",NA,"q"
"20832","NF1P7","NF1P4","14","14q11.2",NA,"q"
"20833","NF1P8","NF1P5","2","2q21.1",NA,"q"
"20834","NF1P9","NF1P6","15","15q11.2",NA,"q"
"20835","NF1P10","NF1P7","14","14q11.2",NA,"q"
"20836","NF1P11","NF1P8","14","14q11.2",NA,"q"
"20837","NF1P12","NF1P9","12","12q12",NA,"q"
"20838","NF2","NF2","22","22q12.2","P35240","q"
"20839","NFAM1","NFAM1","22","22q13.2","Q8NET5","q"
"20840","NFASC","NFASC","1","1q32.1","O94856","q"
"20841","NFAT5","NFAT5","16","16q22.1","O94916","q"
"20842","NFATC1","NFATC1","18","18q23","O95644","q"
"20843","NFATC2","NFATC2","20","20q13.2","Q13469","q"
"20844","NFATC2IP","NFATC2IP","16","16p11.2","Q8NCF5","p"
"20845","NFATC3","NFATC3","16","16q22.1","Q12968","q"
"20846","NFATC4","NFATC4","14","14q12","Q14934","q"
"20847","NFE2","NFE2","12","12q13","Q16621","q"
"20848","NFE2L1","NFE2L1","17","17q21.3","Q14494","q"
"20849","NFE2L2","NFE2L2","2","2q31.2","Q16236","q"
"20850","NFE2L3","NFE2L3","7","7p15.2","Q9Y4A8","p"
"20851","NFE2L3P1","NFE2L3P1","18","18q21.32",NA,"q"
"20852","NFE2L3P2","NFE2L3P2","17","17q21.32",NA,"q"
"20853","NFE4","NFE4","7","7q22.1","Q86UQ8","q"
"20854","NFIA","NFIA","1","1p31.3","Q12857","p"
"20855","NFIA-AS1","NFIA-AS1","1","1p31.3",NA,"p"
"20856","NFIA-AS2","NFIA-AS2","1","1p31.3",NA,"p"
"20857","NFIB","NFIB","9","9p23-p22.3","O00712","p"
"20858","NFIC","NFIC","19","19p13.3","P08651","p"
"20859","NFIL3","NFIL3","9","9q22.31","Q16649","q"
"20860","NFIX","NFIX","19","19p13.13","Q14938","p"
"20861","NFKB1","NFKB1","4","4q24","P19838","q"
"20862","NFKB2","NFKB2","10","10q24.32","Q00653","q"
"20863","NFKBIA","NFKBIA","14","14q13.2","P25963","q"
"20864","NFKBIB","NFKBIB","19","19q13.1","Q15653","q"
"20865","NFKBID","NFKBID","19","19q13.12","Q8NI38","q"
"20866","NFKBIE","NFKBIE","6","6p21.1","O00221","p"
"20867","NFKBIL1","NFKBIL1","6","6p21.33","Q9UBC1","p"
"20868","NFKBIZ","NFKBIZ","3","3q12.3","Q9BYH8","q"
"20869","NFRKB","NFRKB","11","11q24.3","Q6P4R8","q"
"20870","NFS1","NFS1","20","20q11.22","Q9Y697","q"
"20871","NFU1","NFU1","2","2p13.3","Q9UMS0","p"
"20872","NFU1P1","NFU1P1","3","3p22.1",NA,"p"
"20873","NFU1P2","NFU1P2","1","1p21.3",NA,"p"
"20874","NFX1","NFX1","9","9p12","Q12986","p"
"20875","NFXL1","NFXL1","4","4p12","Q6ZNB6","p"
"20876","NFYA","NFYA","6","6p21.1","P23511","p"
"20877","NFYAP1","NFYAP1","13","13q21.31",NA,"q"
"20878","NFYB","NFYB","12","12q23.3","P25208","q"
"20879","NFYC","NFYC","1","1p34.2","Q13952","p"
"20880","NFYC-AS1","NFYC-AS1","1","1p34.2",NA,"p"
"20881","NGB","NGB","14","14q24.3","Q9NPG2","q"
"20882","NGDN","NGDN","14","14q11.2","Q8NEJ9","q"
"20883","NGEF","NGEF","2","2q37.1","Q8N5V2","q"
"20884","NGF","NGF","1","1p13.2","P01138","p"
"20885","NGFR","NGFR","17","17q21.33","P08138","q"
"20886","NGLY1","NGLY1","3","3p24.2","Q96IV0","p"
"20887","NGRN","NGRN","15","15q26.1","Q9NPE2","q"
"20888","NHCP1","NHCP1","16","16",NA,""
"20889","NHEJ1","NHEJ1","2","2q35","Q9H9Q4","q"
"20890","NHLH1","NHLH1","1","1q23.2","Q02575","q"
"20891","NHLH2","NHLH2","1","1p13.1","Q02577","p"
"20892","NHLRC1","NHLRC1","6","6p22.3","Q6VVB1","p"
"20893","NHLRC2","NHLRC2","10","10q25.3","Q8NBF2","q"
"20894","NHLRC3","NHLRC3","13","13q13.3","Q5JS37","q"
"20895","NHLRC4","NHLRC4","16","16p13.3","P0CG21","p"
"20896","NHP2","NHP2","5","5q35.3","Q9NX24","q"
"20897","NHP2P1","NHP2P1","10","10q23.32",NA,"q"
"20898","NHP2P2","NHP2P2","7","7p15.2",NA,"p"
"20899","NHS","NHS","X","Xp22.2-p22.13","Q6T4R5","p"
"20900","NHS-AS1","NHS-AS1","X","Xp22.13",NA,"p"
"20901","NHSL1","NHSL1","6","6q24.1","Q5SYE7","q"
"20902","NHSL2","NHSL2","X","Xq13.1","Q5HYW2","q"
"20903","NICN1","NICN1","3","3p21.31","Q9BSH3","p"
"20904","NICN2P","NICN2P","X","Xp11.3-p11.22",NA,"p"
"20905","NID1","NID1","1","1q42.3","P14543","q"
"20906","NID2","NID2","14","14q22.1","Q14112","q"
"20907","NIDDM1","NIDDM1","2","2q",NA,"q"
"20908","NIDDM2","NIDDM2","12","12q24.2",NA,"q"
"20909","NIF3L1","NIF3L1","2","2q33.1","Q9GZT8","q"
"20910","NIFK","NIFK","2","2q14.3","Q9BYG3","q"
"20911","NIFK-AS1","NIFK-AS1","2","2q14.3",NA,"q"
"20912","NIFKP1","NIFKP1","10","10p11.23",NA,"p"
"20913","NIFKP2","NIFKP2","5","5q35.2",NA,"q"
"20914","NIFKP3","NIFKP3","12","12p13.31",NA,"p"
"20915","NIFKP4","NIFKP4","15","15q24.2",NA,"q"
"20916","NIFKP5","NIFKP5","15","15q26.1",NA,"q"
"20917","NIFKP6","NIFKP6","19","19q13.41",NA,"q"
"20918","NIFKP7","NIFKP7","3","3p22.3",NA,"p"
"20919","NIFKP8","NIFKP8","15","15q25.3",NA,"q"
"20920","NIFKP9","NIFKP9","2","2q14.3",NA,"q"
"20921","NIM1K","NIM1K","5","5p12","Q8IY84","p"
"20922","NIN","NIN","14","14q22.1","Q8N4C6","q"
"20923","NINJ1","NINJ1","9","9q22.31","Q92982","q"
"20924","NINJ2","NINJ2","12","12p13.33","Q9NZG7","p"
"20925","NINL","NINL","20","20p11.21","Q9Y2I6","p"
"20926","NIP7","NIP7","16","16q22.1","Q9Y221","q"
"20927","NIP7P1","NIP7P1","10","10q23.33",NA,"q"
"20928","NIP7P2","NIP7P2","3","3q22.1",NA,"q"
"20929","NIP7P3","NIP7P3","6","6q22.1",NA,"q"
"20930","NIPA1","NIPA1","15","15q11.2","Q7RTP0","q"
"20931","NIPA2","NIPA2","15","15q11.2","Q8N8Q9","q"
"20932","NIPA2P1","NIPA2P1","7","7q21.13",NA,"q"
"20933","NIPA2P2","NIPA2P2","3","3p12.3",NA,"p"
"20934","NIPA2P3","NIPA2P3","21","21q21.1",NA,"q"
"20935","NIPA2P4","NIPA2P4","8","8q21.13",NA,"q"
"20936","NIPA2P5","NIPA2P5","13","13q31.1",NA,"q"
"20937","NIPAL1","NIPAL1","4","4p12","Q6NVV3","p"
"20938","NIPAL2","NIPAL2","8","8q22.2","Q9H841","q"
"20939","NIPAL3","NIPAL3","1","1p36.11","Q6P499","p"
"20940","NIPAL4","NIPAL4","5","5q33.3","Q0D2K0","q"
"20941","NIPBL","NIPBL","5","5p13.2","Q6KC79","p"
"20942","NIPBL-AS1","NIPBL-AS1","5","5p13.2",NA,"p"
"20943","NIPSNAP1","NIPSNAP1","22","22q12.2","Q9BPW8","q"
"20944","NIPSNAP3A","NIPSNAP3A","9","9q31.1","Q9UFN0","q"
"20945","NIPSNAP3B","NIPSNAP3B","9","9q31.1","Q9BS92","q"
"20946","NISCH","NISCH","3","3p21.1","Q9Y2I1","p"
"20947","NIT1","NIT1","1","1q23.3","Q86X76","q"
"20948","NIT2","NIT2","3","3q12.2","Q9NQR4","q"
"20949","NKAIN1","NKAIN1","1","1p35.2","Q4KMZ8","p"
"20950","NKAIN1P1","NKAIN1P1","1","1q21.1",NA,"q"
"20951","NKAIN2","NKAIN2","6","6q22.31","Q5VXU1","q"
"20952","NKAIN3","NKAIN3","8","8q12.3","Q8N8D7","q"
"20953","NKAIN4","NKAIN4","20","20q13.33","Q8IVV8","q"
"20954","NKAP","NKAP","X","Xq24","Q8N5F7","q"
"20955","NKAPL","NKAPL","6","6p22.1","Q5M9Q1","p"
"20956","NKAPP1","NKAPP1","X","Xq24","Q8N9T2","q"
"20957","NKD1","NKD1","16","16q12.1","Q969G9","q"
"20958","NKD2","NKD2","5","5p15.33","Q969F2","p"
"20959","NKG7","NKG7","19","19q13.41","Q16617","q"
"20960","NKILA","NKILA","20","20q13.31",NA,"q"
"20961","NKIRAS1","NKIRAS1","3","3p24.2","Q9NYS0","p"
"20962","NKIRAS2","NKIRAS2","17","17q21.2","Q9NYR9","q"
"20963","NKPD1","NKPD1","19","19q13.32","Q17RQ9","q"
"20964","NKRF","NKRF","X","Xq24","O15226","q"
"20965","NKS1","NKS1","6","6p21.3",NA,"p"
"20966","NKTR","NKTR","3","3p22.1","P30414","p"
"20967","NKX1-1","NKX1-1","4","4p16.3","Q15270","p"
"20968","NKX1-2","NKX1-2","10","10q26.13","Q9UD57","q"
"20969","NKX2-1","NKX2-1","14","14q13.3","P43699","q"
"20970","NKX2-1-AS1","NKX2-1-AS1","14","14q13.3",NA,"q"
"20971","NKX2-2","NKX2-2","20","20p11.22","O95096","p"
"20972","NKX2-2-AS1","NKX2-2-AS1","20","20p11.22",NA,"p"
"20973","NKX2-3","NKX2-3","10","10q24.2","Q8TAU0","q"
"20974","NKX2-4","NKX2-4","20","20p11.22","Q9H2Z4","p"
"20975","NKX2-5","NKX2-5","5","5q34","P52952","q"
"20976","NKX2-6","NKX2-6","8","8p21.2","A6NCS4","p"
"20977","NKX2-8","NKX2-8","14","14q13.3","O15522","q"
"20978","NKX3-1","NKX3-1","8","8p21.2","Q99801","p"
"20979","NKX3-2","NKX3-2","4","4p15.33","P78367","p"
"20980","NKX6-1","NKX6-1","4","4q21.23","P78426","q"
"20981","NKX6-2","NKX6-2","10","10q26.3","Q9C056","q"
"20982","NKX6-3","NKX6-3","8","8p11.21","A6NJ46","p"
"20983","NLE1","NLE1","17","17q12","Q9NVX2","q"
"20984","NLGN1","NLGN1","3","3q26.31","Q8N2Q7","q"
"20985","NLGN1-AS1","NLGN1-AS1","3","3q26.31",NA,"q"
"20986","NLGN2","NLGN2","17","17p13.1","Q8NFZ4","p"
"20987","NLGN3","NLGN3","X","Xq13.1","Q9NZ94","q"
"20988","NLGN4X","NLGN4X","X","Xp22.32-p22.31","Q8N0W4","p"
"20989","NLGN4Y","NLGN4Y","Y","Yq11.221","Q8NFZ3","q"
"20990","NLGN4Y-AS1","NLGN4Y-AS1","Y","Yq11.221",NA,"q"
"20991","NLK","NLK","17","17q11.2","Q9UBE8","q"
"20992","NLN","NLN","5","5q12.3","Q9BYT8","q"
"20993","NLRC3","NLRC3","16","16p13.3","Q7RTR2","p"
"20994","NLRC4","NLRC4","2","2p22.3","Q9NPP4","p"
"20995","NLRC5","NLRC5","16","16q13","Q86WI3","q"
"20996","NLRP1","NLRP1","17","17p13","Q9C000","p"
"20997","NLRP2","NLRP10","19","19q13.42","Q9NX02","q"
"20998","NLRP2B","NLRP11","X","Xp11.21","P0DMW2","p"
"20999","NLRP3","NLRP12","1","1q44","Q96P20","q"
"21000","NLRP3P1","NLRP13","X","Xq22.3",NA,"q"
"21001","NLRP4","NLRP14","19","19q13.43","Q96MN2","q"
"21002","NLRP5","NLRP2","19","19q13.43","P59047","q"
"21003","NLRP6","NLRP2B","11","11p15.5","P59044","p"
"21004","NLRP7","NLRP3","19","19q13.42","Q8WX94","q"
"21005","NLRP8","NLRP3P1","19","19q13.43","Q86W28","q"
"21006","NLRP9","NLRP4","19","19q13.43","Q7RTR0","q"
"21007","NLRP9P1","NLRP5","12","12q24.33",NA,"q"
"21008","NLRP10","NLRP6","11","11p15.4","Q86W26","p"
"21009","NLRP11","NLRP7","19","19q13.43","P59045","q"
"21010","NLRP12","NLRP8","19","19q13.42","P59046","q"
"21011","NLRP13","NLRP9","19","19q13.43","Q86W25","q"
"21012","NLRP14","NLRP9P1","11","11p15.4","Q86W24","p"
"21013","NLRX1","NLRX1","11","11q23.3","Q86UT6","q"
"21014","NM","NM","7","7q22-qter",NA,"r"
"21015","NMB","NMB","15","15q25.2","P08949","q"
"21016","NMBR","NMBR","6","6q24.1","P28336","q"
"21017","NMD3","NMD3","3","3q26.1","Q96D46","q"
"21018","NMD3P1","NMD3P1","7","7q11.21",NA,"q"
"21019","NMD3P2","NMD3P2","7","7p11.2",NA,"p"
"21020","NME1","NME1","17","17q21.33","P15531","q"
"21021","NME1-NME2","NME1-NME2","17","17q21.33",NA,"q"
"21022","NME1P1","NME1P1","13","13q12.11",NA,"q"
"21023","NME2","NME2","17","17q21.33","P22392","q"
"21024","NME2P1","NME2P1","12","12q24.23","O60361","q"
"21025","NME3","NME3","16","16p13.3","Q13232","p"
"21026","NME4","NME4","16","16p13.3","O00746","p"
"21027","NME5","NME5","5","5q31.2","P56597","q"
"21028","NME6","NME6","3","3p21.31","O75414","p"
"21029","NME7","NME7","1","1q24.2","Q9Y5B8","q"
"21030","NME8","NME8","7","7p14.1","Q8N427","p"
"21031","NME9","NME9","3","3q22.3","Q86XW9","q"
"21032","NMI","NMI","2","2q23.3","Q13287","q"
"21033","NMNAT1","NMNAT1","1","1p36.22","Q9HAN9","p"
"21034","NMNAT1P1","NMNAT1P1","14","14q31.1",NA,"q"
"21035","NMNAT1P2","NMNAT1P2","1","1q23.3",NA,"q"
"21036","NMNAT1P3","NMNAT1P3","3","3q28",NA,"q"
"21037","NMNAT1P4","NMNAT1P4","4","4q31.21",NA,"q"
"21038","NMNAT1P5","NMNAT1P5","15","15q22.2",NA,"q"
"21039","NMNAT2","NMNAT2","1","1q25.3","Q9BZQ4","q"
"21040","NMNAT3","NMNAT3","3","3q23","Q96T66","q"
"21041","NMRAL1","NMRAL1","16","16p13.3","Q9HBL8","p"
"21042","NMRAL2P","NMRAL2P","3","3q27.2",NA,"q"
"21043","NMRK1","NMRK1","9","9q21.13","Q9NWW6","q"
"21044","NMRK2","NMRK2","19","19p13.3","Q9NPI5","p"
"21045","NMS","NMS","2","2q11.2","Q5H8A3","q"
"21046","NMT1","NMT1","17","17q21.31","P30419","q"
"21047","NMT2","NMT2","10","10p13","O60551","p"
"21048","NMTRL-TAA1-1","NMTRL-TAA1-1","4","4q32.1",NA,"q"
"21049","NMTRL-TAA2-1","NMTRL-TAA2-1","2","2q14.1",NA,"q"
"21050","NMTRL-TAA3-1","NMTRL-TAA3-1","1","1q43",NA,"q"
"21051","NMTRL-TAA4-1","NMTRL-TAA4-1","X","Xp11.21",NA,"p"
"21052","NMTRL-TAA5-1","NMTRL-TAA5-1","20","20q13.31",NA,"q"
"21053","NMTRL-TAA6-1","NMTRL-TAA6-1","8","8q11.1",NA,"q"
"21054","NMTRP-TGG1-1","NMTRP-TGG1-1","1","1q43",NA,"q"
"21055","NMTRQ-CTG1-1","NMTRQ-CTG1-1","10","10p12.31",NA,"p"
"21056","NMTRQ-TTG1-1","NMTRQ-TTG1-1","X","Xp11.21",NA,"p"
"21057","NMTRQ-TTG2-1","NMTRQ-TTG10-1","7","7q34",NA,"q"
"21058","NMTRQ-TTG3-1","NMTRQ-TTG11-1","2","2q14.1",NA,"q"
"21059","NMTRQ-TTG4-1","NMTRQ-TTG12-1","3","3q13.12",NA,"q"
"21060","NMTRQ-TTG5-1","NMTRQ-TTG13-1","16","16p13.3",NA,"p"
"21061","NMTRQ-TTG6-1","NMTRQ-TTG14-1","12","12q13.12",NA,"q"
"21062","NMTRQ-TTG7-1","NMTRQ-TTG15-1","2","2q21.1",NA,"q"
"21063","NMTRQ-TTG8-1","NMTRQ-TTG2-1","Y","Yp11.2",NA,"p"
"21064","NMTRQ-TTG9-1","NMTRQ-TTG3-1","2","2q21.1",NA,"q"
"21065","NMTRQ-TTG10-1","NMTRQ-TTG4-1","13","13q13.3",NA,"q"
"21066","NMTRQ-TTG11-1","NMTRQ-TTG5-1","8","8p12",NA,"p"
"21067","NMTRQ-TTG12-1","NMTRQ-TTG6-1","17","17p11.2",NA,"p"
"21068","NMTRQ-TTG13-1","NMTRQ-TTG7-1","7","7p11.2",NA,"p"
"21069","NMTRQ-TTG14-1","NMTRQ-TTG8-1","9","9p24.1",NA,"p"
"21070","NMTRQ-TTG15-1","NMTRQ-TTG9-1","4","4q32.1",NA,"q"
"21071","NMTRS-TGA1-1","NMTRS-TGA1-1","2","2q21.1",NA,"q"
"21072","NMTRS-TGA2-1","NMTRS-TGA2-1","2","2q21.1",NA,"q"
"21073","NMTRS-TGA3-1","NMTRS-TGA3-1","17","17p11.2",NA,"p"
"21074","NMTRV-TAC1-1","NMTRV-TAC1-1","6","6q25.3",NA,"q"
"21075","NMU","NMU","4","4q12","P48645","q"
"21076","NMUR1","NMUR1","2","2q37.1","Q9HB89","q"
"21077","NMUR2","NMUR2","5","5q33.1","Q9GZQ4","q"
"21078","NNAT","NNAT","20","20q11.23","Q16517","q"
"21079","NNMT","NNMT","11","11q23.1","P40261","q"
"21080","NNO1","NNO1","11","11p13",NA,"p"
"21081","NNT","NNT","5","5p12","Q13423","p"
"21082","NNT-AS1","NNT-AS1","5","5p12",NA,"p"
"21083","NOA1","NOA1","4","4q12","Q8NC60","q"
"21084","NOB1","NOB1","16","16q22.1","Q9ULX3","q"
"21085","NOBOX","NOBOX","7","7q35","O60393","q"
"21086","NOC2L","NOC2L","1","1p36.33","Q9Y3T9","p"
"21087","NOC2LP1","NOC2LP1","2","2q21.1",NA,"q"
"21088","NOC2LP2","NOC2LP2","2","2q21.1",NA,"q"
"21089","NOC3L","NOC3L","10","10q23.33","Q8WTT2","q"
"21090","NOC4L","NOC4L","12","12q24.33","Q9BVI4","q"
"21091","NOCT","NOCT","4","4q31.1","Q9UK39","q"
"21092","NOD1","NOD1","7","7p14.3","Q9Y239","p"
"21093","NOD2","NOD2","16","16q12.1","Q9HC29","q"
"21094","NODAL","NODAL","10","10q22.1","Q96S42","q"
"21095","NOG","NOG","17","17q22","Q13253","q"
"21096","NOL3","NOL10","16","16q22.1","O60936","q"
"21097","NOL4","NOL11","18","18q12.1","O94818","q"
"21098","NOL4L","NOL12","20","20q11.21","Q96MY1","q"
"21099","NOL6","NOL3","9","9p13.3","Q9H6R4","p"
"21100","NOL7","NOL4","6","6p23","Q9UMY1","p"
"21101","NOL8","NOL4L","9","9q22.31","Q76FK4","q"
"21102","NOL8P1","NOL6","4","4q32.3",NA,"q"
"21103","NOL9","NOL7","1","1p36.31","Q5SY16","p"
"21104","NOL10","NOL8","2","2p25.1","Q9BSC4","p"
"21105","NOL11","NOL8P1","17","17q24.2","Q9H8H0","q"
"21106","NOL12","NOL9","22","22q13.1","Q9UGY1","q"
"21107","NOLC1","NOLC1","10","10q24.32","Q14978","q"
"21108","NOM1","NOM1","7","7q36.3","Q5C9Z4","q"
"21109","NOMO1","NOMO1","16","16p13.11","Q15155","p"
"21110","NOMO2","NOMO2","16","16p12.3","Q5JPE7","p"
"21111","NOMO3","NOMO3","16","16p13.11","P69849","p"
"21112","NONO","NONO","X","Xq13.1","Q15233","q"
"21113","NONOP1","NONOP1","16","16q22.1",NA,"q"
"21114","NONOP2","NONOP2","2","2p16.1",NA,"p"
"21115","NOP2","NOP10","12","12p13.31","P46087","p"
"21116","NOP9","NOP14","14","14q12","Q86U38","q"
"21117","NOP10","NOP14-AS1","15","15q14","Q9NPE3","q"
"21118","NOP14","NOP16","4","4p16.3","P78316","p"
"21119","NOP14-AS1","NOP2","4","4p16.3",NA,"p"
"21120","NOP16","NOP53","5","5q35.2","Q9Y3C1","q"
"21121","NOP53","NOP53-AS1","19","19q13.33","Q9NZM5","q"
"21122","NOP53-AS1","NOP56","19","19q13.33",NA,"q"
"21123","NOP56","NOP56P1","20","20p13","O00567","p"
"21124","NOP56P1","NOP56P2","6","6p22.1",NA,"p"
"21125","NOP56P2","NOP56P3","9","9p21.3",NA,"p"
"21126","NOP56P3","NOP58","12","12q21.2",NA,"q"
"21127","NOP58","NOP9","2","2q33.1","Q9Y2X3","q"
